"EDR092812","Textus secundum (1)<br>in minuti caratteri (1)"
"EDR180914","Textus et mensurae secundum (4). <br>Sub EDR180913 (&#916;&#929;&#927;&#1017;&#927;&#1017;), et in litteris minoribus. <br>v.1: &#916;&#929;&#927; (1), &#916;&#921;&#927;&#1017;&#927;&#1017; (2). <br>De loco inventionis, (locus incertus apud (1)), vide (4)."
"EDR180960","Textus secundum (3). <br>Supra EDR180961 (R), EDR180962 (M&#770;V), et EDR180963 ((:duo circuli)).<br>De loco inventionis, vide (3)."
"EDR180961","Textus secundum (2). <br>Sub EDR180960 (Que). <br>Supra EDR180962 (M&#770;V), et EDR180963 ((:duo circuli)).<br>De loco inventionis, vide (2)."
"EDR180963","Textus secundum (1). <br>Sub EDR180960 (Que), EDR180961 (R), et EDR180962 (M&#770;V).<br>De loco inventionis, vide (2)."
"EDR180962","Textus secundum (2). <br>Sub EDR180960 (Que), EDR180961 (R). <br>Supra EDR180963 ((:duo circuli)).<br>De loco inventionis, vide (2)."
"EDR180964","Textus secundum (2).<br>vv.1-2: REPENTINV / RIMI[-]E[. . .] (1). <br>v.2: [p]RIMV&#770;S&#803; ED[it] (2). "
"EDR180965","Textus secundum (1)(2)."
"EDR180966","Textus et mensurae secundum (1). "
"EDR180967","Textus et mensurae secundum (1). "
"EDR180968","Textus et mensurae secundum (1). "
"EDR180970","Textus et mensurae secundum (1). <br>v.1: (Quinque). "
"EDR180971","Textus et mensurae secundum (1). <br>""Due archi di cerchio posti uno sull'altro"" (1)."
"EDR180972","Textus et mensurae secundum (1). <br>""Disegno di reticolo"" (1). "
"EDR180973","Textus et mensurae secundum (1). "
"EDR180975","Textus et mensurae secundum (1)."
"EDR180976","Textus et mensurae secundum (1). <br>""Disegno di triangolo col vertice in basso"" (1). <br>"
"EDR180977","Textus et mensurae secundum (1). <br>Prope EDR180978 (MC).<br>Cf. la foto apud (1); ""vedrei... i primi approcci di un bimbo alle prese con i primi studi di alfabetizzazione"" (1).  "
"EDR180978","Textus et mensurae secundum (1). <br>Prope EDR180977 (AA). <br>Cf. la foto apud (1); ""vedrei... i primi approcci di un bimbo alle prese con i primi studi di alfabetizzazione"" (1)."
"EDR180981","Textus et mensurae secundum (1). <br>Prope EDR180982 ((:lineae)). <br>""Serie di tacche orizzontali delimitate ai due lati da due tacche verticali"" (1). "
"EDR180308","Textus et mensurae secundum (1)(2)<br>vv.1-5: Nexa (sit) vita, / nexa (sit) manus, / nexa (sit) anima, / nexa (sit) coma, / nexa (sint) interna. (1)(2)<br>In litteris minutissimis scriptus est. <br>vv.1-12: Littera E ut II scripta est.<br>vv.8,12: ICVR pro IECVR <br>v. 6: FINE HOC [AB]LOCABO(1)"
"EDR180984","Textus et mensurae secundum (2)."
"EDR180985","Textus et mensurae secundum (2). <br>v.1: T&#943;&#956;&#945;&#957;&#948;&#961;&#959;&#962; &#948;&#953;&#954;&#940;&#950;&#949;&#964;&#945;&#953; &#954;&#945;&#803;&#954;&#803;&#953;&#8182;&#803;&#957;&#803;, ""La lettura è ... in molti punti problematica."" (1)"
"EDR180986","Textus et mensurae secundum (1). <br>v.1: (Quindecim). "
"EDR180987","Textus et mensurae secundum (1)."
"EDR180988","Textus et mensurae secundum (1). <br>v.1: Littera E ut II scripta est (1). "
"EDR180989","Textus et mensurae secundum (1). "
"EDR180990","Textus et mensurae secundum (1)."
"EDR180991","Textus secundum (1). <br>"
"EDR165346","Textus secundum (1)<br>Titulus memorialis est.<br>v. 1: &#928;&#961;&#949;&#953;&#956;(&#959;&#947;)&#941;&#957;&#951;&#962; nomen Graeco-Latinum esse puto. Primi- vel Primo- et -&#947;&#949;&#957;&#951;&#962;, non -genius.<br>v. 2: Sub linea prima, litterae sine sensu scriptae sunt.<br>v. 3: Verbum secundum initium nominis &#928;&#961;&#949;&#953;&#956;&#959;&#947;&#941;&#957;&#951;&#962; videtur.<br>v.1: ""Primogenes, a public slave, has remembered the emperor"" because a public slave cannot at the same time be an imperial slave (2)(7)"
"EDR180144","Textus et mensurae secundum (2). <br>Supra EDR180145 (Valeas). "
"EDR180373","Textus et mensurae secundum (1). "
"EDR180375","Textus et mensurae secundum (1). <br>v.1: Littera E ut II scripta est, in MII et QVAIIRIIT. "
"EDR183621","Textus secundum (1) (10)<br>v.2: MVRTA&#7734;&#7864;++[-]S+ (1), MVRTALE (2), CVM MVRTA&#7734;&#7864; . . . (3)<br>MYRTALE (morari?) (4), MVRTALII? (5), MVRTALE VASV (10) (12)<br>v.2: VASV (:vasum? aut basium?) (12)<br>Pictura: vir et femina inter se osculantes (1)(4)(8)(9)(11), duo viri (6), duae feminae (3)(7)<br>Pictura et textus in hoc tectorio una ex quattuor tabulis pictis in hac caupona sunt, cf. EDR183560, EDR184112, EDR184240."
"EDR183560","Textus secundum (1) <br>v. 1: pro EXSI = EXII, vide (2); EXSI = EXI (8)<br>v. 1: EXSI, de lingua lusorum, cf. Petr. 58.8: ""ego et tu sponsiunculam. exi, defero lamnam."" (5)<br>v. 1: EXSI - i.e. ""vici"" (6)(7)(9)(10), cf. dialectum Neopolitanum (ascire, ascire fora) (6)(7)(9)<br>v. 1: EXSI - i.e. ""Raus!"" (12)<br>v. 3: DVAS, nom. pl. cognosci possint, contra Vollmer (TLL) cui DUAS<br>accusativum vulgariter loquentis (3)<br>v. 3: DVAS = DYAS, ex verbo Graeco &#948;&#965;&#940;&#962; (5)(8)(13)<br>v. 3: TRIA = TRIAS i.e. &#964;&#961;&#953;&#940;&#962; (5), &#964;&#961;&#953;&#940;&#962;? (8), TRIA = neut. (non TRIAS) (12) <br>Picturae et textus in hoc tectorio una ex quattuor tabulis pictis in hac caupona sunt, cf. EDR183621"
"EDR180146","Textus et mensurae secundum (1)."
"EDR180147","Textus et mensurae secundum (1). <br>v.1: S I (1). "
"EDR180148","Textus secundum (1). "
"EDR180149","Textus et mensurae secundum (1). <br>Ad. dextram: EDR180147 (S I)"
"EDR180150","Textus secundum (1). "
"EDR180151","Textus et mensurae secundum (1). <br>Super EDR180152 (R P). "
"EDR180152","Textus secundum (1).<br>Infra EDR180151 (P R). "
"EDR180153","Textus et mensurae secundum (1).<br>In eodem pariete: EDR180144 (Valeas) et EDR180145 (Val&#770;eas). "
"EDR180154","Textus et mensurae secundum (2).<br>v.1: Barbara barb[ari]b[us] b[- - -] (2).<br>Infra EDR180155 (B). "
"EDR180155","Textus secundum (1). <br>Supra EDR180154 (Barbara barb[ari]b[us] b[- - -]). "
"EDR180210","Textus et mensurae secundum (1). <br>v.1: Rom`ani´  (Litterae ANI supra et alia manu scriptae) (1)."
"EDR180221","Textus et mensurae secundum (1). "
"EDR180223","Textus et mensurae secundum (1). "
"EDR180969","Textus et mensurae secundum (1). <br>'un divertissement grafico' (1)."
"EDR180974","Textus et mensurae secundum (1). <br>""Disegno di reticolo"" (1). "
"EDR180979","Textus et mensurae secundum (1). <br>""Sette tacche verticali, con disegno a 8 incompleto sulle prime quattro"" (1)."
"EDR180980","Textus et mensurae secundum (1). <br>v.1: (duo) (quinque) (duo). "
"EDR180982","Textus et mensurae secundum (1). <br>Prope EDR180981 ((:lineae)). <br>""Serie di sei tacche oblique percorse da due diagonali che creano due triangoli a vertici contrapposti"" (1). "
"EDR180983","Textus et mensurae secundum (1). <br>'Fallo con attributi rivolto a sinistra e poggiante su figura quadrata' (1)."
"EDR184112","Textus secundum (1)(8)<br>3494b, v.1: HOC (:huc), sermo plebeius (3)(5), cf. alia exempla pompeiana (6)<br>3494c, v.2: MIA (: mea) (3)(5)(6)(7), &#956;&#943;&#945; (= eins) (9); sed tectorio lauto MEA legatur (8)(11)<br>Mea est (lagona!) (3)(5); NON MIA  [puella ou causa?] EST (4)<br>3494d, v.1: VOL (:volet) (3), VOL (:volt) (4)(5), VOL = vol(t) ou vol(et) (6) <br>3494d, v.3: Oceane est nomen gladiatoris clari (3), noti Pompeiis, cf. EDR072680<br>3494d, vv.3-4: littera E ut II scripta est (1)<br>Pictura et textus in hoc tectorio una ex quattuor tabulis pictis in hac caupona sunt, cf. EDR183621, EDR183560, EDR184240."
"EDR151935","Textus secundum (2)<br>v. 1: &#8142;&#917;&#961;&#969;c<c> non E(u)pinetu(s), ut primum suspicari licuit (1)(2)<br>Prope EDR151813 et EDR151936"
"EDR159802","Apographum sine transcriptione offert (1). Difficilem lectionem tituli ex apographo obtulit R. Benefiel a. 2017.<br>v. 1: seconda littera A aut Q esse potest; tertia littera II aut N; quarta littera E aut F; ultima littera fortasse incipienda vestigia litterae N?"
"EDR159803","Textus et mensura secundum (1), periit (2).<br>v. 2: FABIOS(? CADIOS?) (1)"
"EDR159817","Textus secundum (2). Locus inventionis secundum (3), aliter (1).<br>Extat partim Pompeis in repositis (3).<br><br>v.1: Fortasse M(urmillo) (2)<br>v.2: Fortasse CO[MM]OTVS (2)<br>v.3: APOLLONIS aut APOLLON(ius), ISIAS (2), APOLLONIUS (1)"
"EDR165529","Textus secundum (5), aliter (1) (3)<br>v. 1: Isis et Fortuna saepe assimulatae sunt. Vide CIL 14, 2867. ""&#963;&#974;&#950;&#959;&#965;&#963;&#945;"" ut nomen deae Isidis, cf. P. Oxy. XI, 1380, 76 (5) <br>Est hexametri initium (2)"
"EDR168631","Textus secundum (1).<br>Ad dextram EDR168632. "
"EDR168632","Textus secundum (1), aliter (2) et (3).<br>Ad sinistram EDR168631.<br>Ad dextram EDR168633. <br>v.1: NON SUM NO CES(so) (2)(3), 'Ich bin es nicht, ich faulenze nicht'(3), sed cf., supra, INNOCES (EDR168631)."
"EDR168634","Textus secundum (1).<br>II scripta pro litteris E.<br>v. 1.: alt. 2,5 cm.<br>v. 4.: alt. 3,0 cm.<br>vv. 3-5 erant ad sinistram vv. 1-2. <br>v. 6 erat inferius et ad dextram."
"EDR168637","Textus secundum (1).<br>v. 2: litt. alt. 0,8 cm.<br>v. 2: II scriptum pro littera E."
"EDR168638","Textus secundum (1)<br>v.1: ANTII (1), ANTH (2).<br>II scriptum pro littera E."
"EDR180156","Textus et mensurae secundum (1). <br>Alii tituli (#318b-318g) in eadem pariete etiam carbone scripti sunt, nunc perierunt. (1)"
"EDR180213","Textus et mensurae secundum (1). <br>v.1: I initium litterae M possit, cf., prope, EDR180218 (Romanus). <br>v.1: Ro(mani?) vel Ro(manus?) (1). "
"EDR180302","Textus et mensurae secundum (1). "
"EDR180309","Textus et mensurae secundum (1). "
"EDR180310","Textus et mensurae secundum (1). "
"EDR180374","Textus et mensurae secundum (1).<br>Lectio incerta est (1). <br>v.1: aut RELCVAE pro RELIQVAE? (1)"
"EDR180376","Textus et mensurae secundum (1). <br>v.1: Ec&#770;h&#770;&#12296;i&#12297;ti[s] ? (1). <br>Plin. NH. 37, 187 de saxo (echitis) loquitur (1)."
"EDR180377","Textus et mensurae secundum (1)."
"EDR180391","Textus et mensurae secundum (1). <br>v.1: &#933;&#917;' (&#960;&#941;&#957;&#964;&#949; &#954;&#945;&#8054; &#964;&#949;&#964;&#961;&#945;&#954;&#972;&#963;&#959;&#953;/-&#945;&#953;) &#919;&#924;&#925;C&#920; (&#956;&#957;&#951;&#963;&#952;&#8135;?) (1). <br>Fortasse, Isopsephia = 405 (1). "
"EDR180710","Textus secundum (1)<br>v.1: Arid . . ? (1)<br>v.2: apographum duas lineas transversas monstrat: \\ Z (1)"
"EDR180780","Textus et mensurae secundum (1)."
"EDR180782","Textus et mensurae secundum (1).<br>"
"EDR180826","Textus et mensurae secundum (1).<br>In eodem pariete: EDR180827 (&#929;&#973;&#952;&#965;&#956;&#959;&#962; / Srythymus / &#929;&#973;(&#952;&#965;&#956;&#959;&#962;))."
"EDR180827","Textus et mensurae secundum (1).<br>In eodem pariete: EDR180826 (&#929;&#973;&#952;&#965;&#956;&#959;&#962;)."
"EDR184240","Textus secundum (1)(3)(14)<br>3494g, vv.2,4; 3494h, vv.1-2: Littera E ut II scripta est (1) <br>3494g, v.1: NOXSI (:noxi) vocativus ut sceleste! (3)(14) <br>3494g, vv.1-2: NOXI/A ME (tangat!) (4)(5), sed vv.2-3 coniugendi sunt A ME / TRIA (3)(9)(10), A ME / TRIA (iacta sunt) (14) <br>3494g, v.2: A ME, de (:ab? aut ad?) loquitur (14)<br>3494h v.1: ORTE = OR(O) TE ut amabo, cf. Petr. 61.2 (3)(10)(14); ORTE! ""Get up!"" (13) ORTE! ut vocativus cognominis Ortus (4)(5)(7)<br>3494i v.2: FORAS (:foris) sermo plebeius (3)<br>3494i vv.1-3: ITIS / FORAS! aut FORAS (:foris / RIXATIS (14)<br>3494i v.3: RIXSATIS, le sens est: ""ite, foris rixamini!"" (6)<br>Picturae et textus in hoc tectorio una ex quattuor tabulis pictis in hac caupona sunt, cf. EDR183621, EDR183560, EDR184112"
"EDR180228","Textus et mensurae secundum (3)."
"EDR185748","Textus secundum (1).<br>v. 3: mihi CVM vel QVAI esse posse visa sunt (1)"
"EDR180370","Textus et mensurae secundum (1). <br>Lectio verbi secundi incerta est (1).  <br>&#956;&#957;&#951;&#963;&#952;&#8135; in litteris latinis? sed littera R videtur ad finem (1)."
"EDR180111","Textus secundum (1). "
"EDR180112","Textus et mensurae secundum (1).<br>Lectio incerta. <br>v.1: Litterae etiam legi possint ut TRPAN? (1). "
"EDR187553","Textus secundum (1)."
"EDR187776","Textus secundum (1)<br>Locus inventionis: II.15.1 (1), sed numeri insularum in hac parte urbis mutati sunt."
"EDR187782","Textus et mensura secundum (1).<br>Littera E ut II scripta est.<br>Litterae F et O bis scriptae sunt.<br>Infra EDR187783 et EDR187909. Supra EDR187910."
"EDR187783","Textus secundum (3), aliter (1). Mensurae secundum (1).<br>Supra EDR187783, ad dextr. EDR187909.<br>v. 1: AXBVCTDSIIR (1), sed in imagine apud (2), litterae SER non videntur. Fortasse hic titulus cum EDR187783 (VXBVCTDSIIR...) confusus est."
"EDR187784","Textus secundum (1).<br>v. 1: Littera E ut II scripta est, littera N retrograde scripta est (1).<br>Litteris tenuissimis nunc maxime abrasis scriptus est (2)."
"EDR187785","Textus secundum (1)<br>Ad. d. ianuae inter apodyterium et calidarium."
"EDR187909","Textus et mensurae secundum (1)<br>v.1: Littera E ut II scripta est.<br>Litterae leviter scariphatae sunt.<br>Ad sinistr. EDR187783, supra EDR187782."
"EDR187910","Textus et mensura secundum (1)<br>v.1: Littera E ut II scripta est.<br>Infra EDR187782."
"EDR179815","Textus et mensurae secundum (1). "
"EDR188624","Textus secundum (1)"
"EDR188621","Textus secundum (2).<br>vv. 1-2: Littera E ut II scripta est.<br>Idem gladiator in quattuor titulis hic videtur: EDR188577, EDR188578, EDR188621, EDR188622.<br>De his coronis, cfr. S. Evangelisti, EAOR vol. VIII, 1, cat. no. 33."
"EDR188625","Textus secundum (1)"
"EDR188623","Textus secundum (1)<br>v.1: scripta ut AU////RIOLUS. Inter V et R tectorium laesum fuit ante factam inscriptionem (1)"
"EDR180075","Textus et mensurae secundum (2). <br>V.1: Littera E ut II scripta est."
"EDR180082","Textus et mensurae secundum (1).<br>v.1: Littera E ut II scripta est."
"EDR189284","Textus secundum (3)<br>v. 2 omittitur (1)-(2), sed videtur in foto apud (3)"
"EDR189285","Textus secundum (1)"
"EDR189286","Textus secundum (2).<br>Deest littera S<br>v. 1: ABCDEFGHIKLMNOPQR  TVX (1), sed nullum spatium inter litteras extat."
"EDR189289","Textus secundum (1)<br>Littera E ut II scripta est."
"EDR189290","Textus et mensurae secundum (1)<br>Littera A cum linea media diagonali scripta est.<br>N.B. CIL 9312 a (EDR189290, Villa dei Misteri), 9312 b (EDR189291, Villa dei Misteri), et 9312a (EDR187785, Villa 'Di Palma') edidit. "
"EDR189291","Textus et mensurae secundum (1).<br>Littera A cum linea media verticali scripta est.<br>N.B. CIL 9312 a (EDR189290, Villa dei Misteri), 9312 b (EDR189291, Villa dei Misteri), et 9312a (EDR187785, Villa 'Di Palma') edidit. "
"EDR189287","Textus secundum (1)<br>v.1: signa ante litteras IS scriptae sunt sic: M/ aut /\/\/. quid sit incertum est."
"EDR189288","Textus secundum (1)<br>v.1: Littera Q maior aliis et fortasse postea scripta est, quod litterae X et C scriptae supra litteram Q aut vice versa."
"EDR189334","Textus secundum (1)<br>In eadem columna EDR189335"
"EDR189335","Textus secundum (1)<br>In eadem columna EDR189334"
"EDR189336","Textus secundum (1).<br>Nomen PIRANIUS pro PINARIUS scriptum est, ut videtur (2).<br>Littera E, ut II, scripta est. "
"EDR189390","Textus secundum (1). <br>v. 1: ...AUGUSTIANA (1), incertum est an tectorium laesum sit aut litterae non legi possint.<br>Scriptum 'a capillari' (1).<br>Infra EDR189336. Cf., in eodem pariete, EDR189391 (Agustiana) et EDR189392 (Augustian); et ad sinistram III.4.c, EDR189393 (Augustiane)."
"EDR189391","Textus secundum (1).<br>Littera E, ut II, scripta est. <br>Ad dextram EDR189390. Cf., in eodem pariete, EDR189390 (Augustiana) et EDR189392 (Augustian); et ad sinistram III.4.c, EDR189393 (Augustiane)."
"EDR189392","Textus secundum (1).<br>v. 1: SPH AUGUSTIAN... (1), incertum est an tectorium laesum sit aut litterae non legi possint.<br>Ad dextram EDR189391.<br>Cf., in eodem pariete, EDR189390 (Augustiana) et EDR189391 (Agustiana); et ad sinistram III.4.c, EDR189393 (Augustiane)."
"EDR189393","Textus secundum (1).<br>Littera E, ut II, scripta est. <br>Cf., ad dextram III.4.c, EDR189390 (Augustiana), EDR189391 (Agustiana), et EDR189392 (Augustian)."
"EDR189394","Textus secundum (1).<br>Sullo zoccolo in rosso, ad sinistram EDR189395.<br>Cf., prope, EDR189395 (AM(pliata?) F(lorilla?) QVANTAS / AM F)."
"EDR189395","Textus secundum (1).<br>vv. 1-2: AIIII F fortasse pro AM(pliata?) F(lorilla?) (1).<br>Ad dextram EDR189394 (AMPLIATA / FLORILLA)."
"EDR189396","Textus secundum (1).<br>v.2: Littera R versa est. <br>Nomen PAMPHILUS ter in eodem muro scriptum est, cf. EDR189398 et EDR189399.<br>Infra EDR189395."
"EDR189397","Textus secundum (1).<br>'[T]re righi molto rovinati' (1).<br>v. 1: C H(e)l(v)ius (1).<br>Infra verbum QVANTAS in EDR189395. "
"EDR189398","Textus secundum (1).<br>Nomen PAMPHILUS ter in eodem muro scriptum est, cf. EDR189396 et EDR189399.<br>Ad dextram EDR189397."
"EDR189399","Textus secundum (1).<br>Nomen PAMPHILUS ter in eodem muro scriptum est, cf. EDR189396 et EDR189398.<br>Ad dextram EDR189397."
"EDR189400","Textus secundum (1).<br>v.1: CIPIUS PERI... (1), incertum est an tectorium laesum sit aut litterae non legi possint.<br>Infra EDR189394. "
"EDR189401","Textus secundum (1).<br>Anno 1961 inventus est (1), nunc periit (2).<br>Similem sententiam tituli prope habent; cf., infra, EDR189402 (CUM QUIDAM PAUPER) et EDR189403 (CUM QUIDAM)."
"EDR189402","Textus secundum (1).<br>Anno 1961 inventus est (1), nunc periit (2).<br>Sunt alii tituli (vide EDR140166, EDR175860, EDR189403) Pompeiis et Herculaneo qui idem initium (CUM QUIDAM PAUPER) habent.<br>Infra EDR189401 (Cum si quis...); supra EDR189403 (Cum quidam)"
"EDR189403","Textus secundum (1).<br>Anno 1961 inventus est (1), nunc periit (2).<br>Sunt alii tituli (vide EDR140166, EDR175860, EDR189402) Pompeiis et Herculaneo qui idem initium (CUM QUIDAM PAUPER) habent.<br>Infra EDR189402 (Marcus cum quidam pauper), prope EDR189404."
"EDR189404","Textus secundum (1).<br>Anno 1961 inventus est (1), iam a. 2001 periit (2).<br>Prope EDR189403. "
"EDR189761","Textus secundum (1).<br>Sotto intonaco caduto, a graffito (1)."
"EDR189801","Textus secundum (1)."
"EDR189802","Textus secundum (1).<br>Su intonaco caduto; titulus a. 1961 inventus est (1)."
"EDR189762","Textus secundum (1).<br>v.1: SATVR...I / VIN... / VBIISII... (1), incertum est an tectorium laesum sit aut litterae non legi possint.<br>'Sul dipinto dei Lari, molto rovinato' (1)"
"EDR189763","Textus secundum (1)."
"EDR189764","Textus secundum (1).<br>v.1: ...I Suedio (1), incertum est an tectorium laesum sit aut litterae non legi possint."
"EDR189766","Textus secundum (1) et (2).<br>v. 1: PATINIO (1), sed PATTINIO videtur in apographo apud (1).<br>v. 1: VTE in nesso (1), sed SALTEM (pro salutem) quoque legi potest, secundum apographum; littera L conversa est."
"EDR189767","Textus secundum (1).<br>Supra EDR189768, EDR189769, EDR189770, EDR189771"
"EDR189768","Textus secundum (1).<br>Infra EDR189767, supra EDR189769, EDR189770, EDR189771"
"EDR189769","Textus secundum (1).<br>v. 1: ICE pro (Myst)ice? (1) <br>Nomen Mystice in titulo inferiore in muro videtur (EDR189770).<br>Infra EDR189767 et EDR189768, supra EDR189770, EDR189771"
